"","product_code","station_number","year","month","mean_max","quality"
"106","IDCJAC0002","040913",2008,"September",24.6,"Y"
"107","IDCJAC0002","040913",2008,"October",24.9,"Y"
"108","IDCJAC0002","040913",2008,"November",28.2,"Y"
"109","IDCJAC0002","040913",2008,"December",30.2,"Y"
"110","IDCJAC0002","040913",2009,"January",30.1,"Y"
"111","IDCJAC0002","040913",2009,"February",29.9,"Y"
"112","IDCJAC0002","040913",2009,"March",29,"Y"
"113","IDCJAC0002","040913",2009,"April",27.4,"Y"
"114","IDCJAC0002","040913",2009,"May",24,"Y"
"115","IDCJAC0002","040913",2009,"June",21.6,"Y"
"116","IDCJAC0002","040913",2009,"July",21.4,"Y"
"117","IDCJAC0002","040913",2009,"August",25.5,"Y"
"118","IDCJAC0002","040913",2009,"September",26.7,"Y"
"119","IDCJAC0002","040913",2009,"October",27.8,"Y"
"120","IDCJAC0002","040913",2009,"November",29.5,"Y"
"121","IDCJAC0002","040913",2009,"December",30.2,"Y"
"122","IDCJAC0002","040913",2010,"January",31.1,"Y"
"123","IDCJAC0002","040913",2010,"February",30.1,"Y"
"124","IDCJAC0002","040913",2010,"March",28.2,"Y"
"125","IDCJAC0002","040913",2010,"April",27.3,"Y"
"126","IDCJAC0002","040913",2010,"May",23.8,"Y"
"127","IDCJAC0002","040913",2010,"June",21.6,"Y"
"128","IDCJAC0002","040913",2010,"July",21.7,"Y"
"129","IDCJAC0002","040913",2010,"August",22,"Y"
"130","IDCJAC0002","040913",2010,"September",24.8,"Y"
"131","IDCJAC0002","040913",2010,"October",24.8,"Y"
"132","IDCJAC0002","040913",2010,"November",26.6,"Y"
"133","IDCJAC0002","040913",2010,"December",27.8,"Y"
"134","IDCJAC0002","040913",2011,"January",29.6,"Y"
"135","IDCJAC0002","040913",2011,"February",30.6,"Y"
"136","IDCJAC0002","040913",2011,"March",28.7,"Y"
"137","IDCJAC0002","040913",2011,"April",26.2,"Y"
"138","IDCJAC0002","040913",2011,"May",23.4,"Y"
"139","IDCJAC0002","040913",2011,"June",20.9,"Y"
"140","IDCJAC0002","040913",2011,"July",21.5,"Y"
"141","IDCJAC0002","040913",2011,"August",22.6,"Y"
"142","IDCJAC0002","040913",2011,"September",24.9,"Y"
"143","IDCJAC0002","040913",2011,"October",25.6,"Y"
"144","IDCJAC0002","040913",2011,"November",28.8,"Y"
"145","IDCJAC0002","040913",2011,"December",27.6,"Y"
"146","IDCJAC0002","040913",2012,"January",28.7,"Y"
"147","IDCJAC0002","040913",2012,"February",29.8,"Y"
"148","IDCJAC0002","040913",2012,"March",28.2,"Y"
"149","IDCJAC0002","040913",2012,"April",26.5,"Y"
"150","IDCJAC0002","040913",2012,"May",24,"Y"
"151","IDCJAC0002","040913",2012,"June",21.1,"Y"
"152","IDCJAC0002","040913",2012,"July",21.4,"Y"
"153","IDCJAC0002","040913",2012,"August",23.3,"Y"
"154","IDCJAC0002","040913",2012,"September",25.5,"Y"
"155","IDCJAC0002","040913",2012,"October",27.3,"Y"
"156","IDCJAC0002","040913",2012,"November",28.2,"Y"
"157","IDCJAC0002","040913",2012,"December",30.5,"Y"
"158","IDCJAC0002","040913",2013,"January",30.5,"Y"
"159","IDCJAC0002","040913",2013,"February",28.5,"Y"
"160","IDCJAC0002","040913",2013,"March",28.4,"Y"
"161","IDCJAC0002","040913",2013,"April",26.7,"Y"
"162","IDCJAC0002","040913",2013,"May",23.3,"Y"
"163","IDCJAC0002","040913",2013,"June",21,"Y"
"164","IDCJAC0002","040913",2013,"July",21.8,"Y"
"165","IDCJAC0002","040913",2013,"August",24.8,"Y"
"166","IDCJAC0002","040913",2013,"September",27.2,"Y"
"167","IDCJAC0002","040913",2013,"October",28.8,"Y"
"168","IDCJAC0002","040913",2013,"November",28.5,"Y"
"169","IDCJAC0002","040913",2013,"December",29.7,"Y"
"170","IDCJAC0002","040913",2014,"January",30.7,"Y"
"171","IDCJAC0002","040913",2014,"February",30.2,"Y"
"172","IDCJAC0002","040913",2014,"March",29.2,"Y"
"173","IDCJAC0002","040913",2014,"April",28.2,"Y"
"174","IDCJAC0002","040913",2014,"May",25.1,"Y"
"175","IDCJAC0002","040913",2014,"June",23.3,"Y"
"176","IDCJAC0002","040913",2014,"July",22.4,"Y"
"177","IDCJAC0002","040913",2014,"August",22.7,"Y"
"178","IDCJAC0002","040913",2014,"September",25.2,"Y"
"179","IDCJAC0002","040913",2014,"October",27.8,"Y"
"180","IDCJAC0002","040913",2014,"November",29.6,"Y"
"181","IDCJAC0002","040913",2014,"December",29.9,"Y"
"182","IDCJAC0002","040913",2015,"January",30.5,"Y"
"183","IDCJAC0002","040913",2015,"February",29.3,"Y"
"184","IDCJAC0002","040913",2015,"March",30.2,"Y"
"185","IDCJAC0002","040913",2015,"April",26.1,"Y"
"186","IDCJAC0002","040913",2015,"May",24.5,"Y"
"187","IDCJAC0002","040913",2015,"June",21.6,"Y"
"188","IDCJAC0002","040913",2015,"July",21.1,"Y"
"189","IDCJAC0002","040913",2015,"August",23.7,"Y"
"190","IDCJAC0002","040913",2015,"September",24.7,"Y"
"191","IDCJAC0002","040913",2015,"October",27.1,"Y"
"192","IDCJAC0002","040913",2015,"November",29.2,"Y"
"193","IDCJAC0002","040913",2015,"December",29.2,"Y"
"194","IDCJAC0002","040913",2016,"January",30.4,"Y"
"195","IDCJAC0002","040913",2016,"February",32,"Y"
"196","IDCJAC0002","040913",2016,"March",29.9,"Y"
"197","IDCJAC0002","040913",2016,"April",28.8,"Y"
"198","IDCJAC0002","040913",2016,"May",27,"Y"
"199","IDCJAC0002","040913",2016,"June",21.5,"Y"
"200","IDCJAC0002","040913",2016,"July",22.5,"Y"
"201","IDCJAC0002","040913",2016,"August",23,"Y"
"202","IDCJAC0002","040913",2016,"September",24.9,"Y"
"203","IDCJAC0002","040913",2016,"October",27.1,"Y"
"204","IDCJAC0002","040913",2016,"November",30.2,"Y"
"205","IDCJAC0002","040913",2016,"December",30.1,"Y"
"206","IDCJAC0002","040913",2017,"January",31.4,"Y"
"207","IDCJAC0002","040913",2017,"February",32.5,"Y"
"208","IDCJAC0002","040913",2017,"March",30.6,"Y"
"209","IDCJAC0002","040913",2017,"April",26.2,"Y"
"210","IDCJAC0002","040913",2017,"May",24.7,"Y"
"211","IDCJAC0002","040913",2017,"June",22.8,"Y"
"212","IDCJAC0002","040913",2017,"July",22.9,"Y"
"213","IDCJAC0002","040913",2017,"August",24.7,"Y"
"214","IDCJAC0002","040913",2017,"September",27.3,"Y"
"215","IDCJAC0002","040913",2017,"October",27,"Y"
"216","IDCJAC0002","040913",2017,"November",27,"Y"
"217","IDCJAC0002","040913",2017,"December",30.7,"Y"
"218","IDCJAC0002","040913",2018,"January",31.8,"Y"
"219","IDCJAC0002","040913",2018,"February",29.7,"Y"
"220","IDCJAC0002","040913",2018,"March",28.7,"Y"
"221","IDCJAC0002","040913",2018,"April",27.8,"Y"
"222","IDCJAC0002","040913",2018,"May",24.8,"Y"
"223","IDCJAC0002","040913",2018,"June",22.6,"Y"
"224","IDCJAC0002","040913",2018,"July",23.2,"Y"
"225","IDCJAC0002","040913",2018,"August",24.3,"Y"
"226","IDCJAC0002","040913",2018,"September",24.9,"Y"
"227","IDCJAC0002","040913",2018,"October",26.1,"Y"
"228","IDCJAC0002","040913",2018,"November",29.8,"Y"
"229","IDCJAC0002","040913",2018,"December",30.1,"Y"
"230","IDCJAC0002","040913",2019,"January",31.9,"Y"
"231","IDCJAC0002","040913",2019,"February",31.6,"Y"
"232","IDCJAC0002","040913",2019,"March",31.2,"Y"
"233","IDCJAC0002","040913",2019,"April",26.9,"Y"
"234","IDCJAC0002","040913",2019,"May",24.9,"Y"
"235","IDCJAC0002","040913",2019,"June",22.8,"Y"
"236","IDCJAC0002","040913",2019,"July",23.5,"Y"
"237","IDCJAC0002","040913",2019,"August",24.1,"Y"
"238","IDCJAC0002","040913",2019,"September",27.4,"Y"
"239","IDCJAC0002","040913",2019,"October",26.8,"Y"
"240","IDCJAC0002","040913",2019,"November",30.6,"Y"
