"","...1","product_code","station_number","year","month","mean_max","quality"
"489",765,"IDCJAC0004","040214",1950,"September",12.8,"Y"
"490",766,"IDCJAC0004","040214",1950,"October",16,"Y"
"491",767,"IDCJAC0004","040214",1950,"November",16.9,"Y"
"492",768,"IDCJAC0004","040214",1950,"December",19.3,"Y"
"493",769,"IDCJAC0004","040214",1951,"January",19.4,"Y"
"494",770,"IDCJAC0004","040214",1951,"February",19.9,"Y"
"495",771,"IDCJAC0004","040214",1951,"March",19.4,"Y"
"496",772,"IDCJAC0004","040214",1951,"April",14.5,"Y"
"497",773,"IDCJAC0004","040214",1951,"May",11.5,"Y"
"498",774,"IDCJAC0004","040214",1951,"June",12.3,"Y"
"499",775,"IDCJAC0004","040214",1951,"July",8.3,"Y"
"500",776,"IDCJAC0004","040214",1951,"August",9.3,"Y"
"501",777,"IDCJAC0004","040214",1951,"September",12.4,"Y"
"502",778,"IDCJAC0004","040214",1951,"October",14.7,"Y"
"503",779,"IDCJAC0004","040214",1951,"November",18.4,"Y"
"504",780,"IDCJAC0004","040214",1951,"December",19.6,"Y"
"505",781,"IDCJAC0004","040214",1952,"January",21.8,"Y"
"506",782,"IDCJAC0004","040214",1952,"February",20.3,"Y"
"507",783,"IDCJAC0004","040214",1952,"March",19.1,"Y"
"508",784,"IDCJAC0004","040214",1952,"April",17.1,"Y"
"509",785,"IDCJAC0004","040214",1952,"May",13.7,"Y"
"510",786,"IDCJAC0004","040214",1952,"June",11.5,"Y"
"511",787,"IDCJAC0004","040214",1952,"July",10.4,"Y"
"512",788,"IDCJAC0004","040214",1952,"August",11.8,"Y"
"513",789,"IDCJAC0004","040214",1952,"September",12.7,"Y"
"514",790,"IDCJAC0004","040214",1952,"October",16.3,"Y"
"515",791,"IDCJAC0004","040214",1952,"November",19,"Y"
"516",792,"IDCJAC0004","040214",1952,"December",19.8,"Y"
"517",793,"IDCJAC0004","040214",1953,"January",19.5,"Y"
"518",794,"IDCJAC0004","040214",1953,"February",19.7,"Y"
"519",795,"IDCJAC0004","040214",1953,"March",18.3,"Y"
"520",796,"IDCJAC0004","040214",1953,"April",17.5,"Y"
"521",797,"IDCJAC0004","040214",1953,"May",13.1,"Y"
"522",798,"IDCJAC0004","040214",1953,"June",9.8,"Y"
"523",799,"IDCJAC0004","040214",1953,"July",9,"Y"
"524",800,"IDCJAC0004","040214",1953,"August",9.6,"Y"
"525",801,"IDCJAC0004","040214",1953,"September",12.9,"Y"
"526",802,"IDCJAC0004","040214",1953,"October",16.3,"Y"
"527",803,"IDCJAC0004","040214",1953,"November",18.6,"Y"
"528",804,"IDCJAC0004","040214",1953,"December",21,"Y"
"529",805,"IDCJAC0004","040214",1954,"January",20,"Y"
"530",806,"IDCJAC0004","040214",1954,"February",21.8,"Y"
"531",807,"IDCJAC0004","040214",1954,"March",20.7,"Y"
"532",808,"IDCJAC0004","040214",1954,"April",17.1,"Y"
"533",809,"IDCJAC0004","040214",1954,"May",13.1,"Y"
"534",810,"IDCJAC0004","040214",1954,"June",11.2,"Y"
"535",811,"IDCJAC0004","040214",1954,"July",11.5,"Y"
"536",812,"IDCJAC0004","040214",1954,"August",11.4,"Y"
"537",813,"IDCJAC0004","040214",1954,"September",13.1,"Y"
"538",814,"IDCJAC0004","040214",1954,"October",16.3,"Y"
"539",815,"IDCJAC0004","040214",1954,"November",18.6,"Y"
"540",816,"IDCJAC0004","040214",1954,"December",19.5,"Y"
"541",817,"IDCJAC0004","040214",1955,"January",20.4,"Y"
"542",818,"IDCJAC0004","040214",1955,"February",21.7,"Y"
"543",819,"IDCJAC0004","040214",1955,"March",20.7,"Y"
"544",820,"IDCJAC0004","040214",1955,"April",18.4,"Y"
"545",821,"IDCJAC0004","040214",1955,"May",13.9,"Y"
"546",822,"IDCJAC0004","040214",1955,"June",11.6,"Y"
"547",823,"IDCJAC0004","040214",1955,"July",9.5,"Y"
"548",824,"IDCJAC0004","040214",1955,"August",10.2,"Y"
"549",825,"IDCJAC0004","040214",1955,"September",13,"Y"
"550",826,"IDCJAC0004","040214",1955,"October",16.5,"Y"
"551",827,"IDCJAC0004","040214",1955,"November",18.2,"Y"
"552",828,"IDCJAC0004","040214",1955,"December",19.7,"Y"
"553",829,"IDCJAC0004","040214",1956,"January",20.9,"Y"
"554",830,"IDCJAC0004","040214",1956,"February",21.1,"Y"
"555",831,"IDCJAC0004","040214",1956,"March",21.4,"Y"
"556",832,"IDCJAC0004","040214",1956,"April",17.3,"Y"
"557",833,"IDCJAC0004","040214",1956,"May",13.5,"Y"
"558",834,"IDCJAC0004","040214",1956,"June",10.9,"Y"
"559",835,"IDCJAC0004","040214",1956,"July",9.1,"Y"
"560",836,"IDCJAC0004","040214",1956,"August",8.9,"Y"
"561",837,"IDCJAC0004","040214",1956,"September",11.4,"Y"
"562",838,"IDCJAC0004","040214",1956,"October",15.1,"Y"
"563",839,"IDCJAC0004","040214",1956,"November",17.2,"Y"
"564",840,"IDCJAC0004","040214",1956,"December",20.1,"Y"
"565",841,"IDCJAC0004","040214",1957,"January",20.4,"Y"
"566",842,"IDCJAC0004","040214",1957,"February",21,"Y"
"567",843,"IDCJAC0004","040214",1957,"March",18.7,"Y"
"568",844,"IDCJAC0004","040214",1957,"April",17.6,"Y"
"569",845,"IDCJAC0004","040214",1957,"May",12,"Y"
"570",846,"IDCJAC0004","040214",1957,"June",11.9,"Y"
"571",847,"IDCJAC0004","040214",1957,"July",9,"Y"
"572",848,"IDCJAC0004","040214",1957,"August",11,"Y"
"573",849,"IDCJAC0004","040214",1957,"September",12.4,"Y"
"574",850,"IDCJAC0004","040214",1957,"October",16.5,"Y"
"575",851,"IDCJAC0004","040214",1957,"November",19.6,"Y"
"576",852,"IDCJAC0004","040214",1957,"December",20.9,"Y"
"577",853,"IDCJAC0004","040214",1958,"January",20.7,"Y"
"578",854,"IDCJAC0004","040214",1958,"February",21.3,"Y"
"579",855,"IDCJAC0004","040214",1958,"March",20.5,"Y"
"580",856,"IDCJAC0004","040214",1958,"April",18.1,"Y"
"581",857,"IDCJAC0004","040214",1958,"May",14.7,"Y"
"582",858,"IDCJAC0004","040214",1958,"June",13.7,"Y"
"583",859,"IDCJAC0004","040214",1958,"July",9.3,"Y"
"584",860,"IDCJAC0004","040214",1958,"August",11.9,"Y"
"585",861,"IDCJAC0004","040214",1958,"September",12,"Y"
"586",862,"IDCJAC0004","040214",1958,"October",16.2,"Y"
"587",863,"IDCJAC0004","040214",1958,"November",18.6,"Y"
"588",864,"IDCJAC0004","040214",1958,"December",19.9,"Y"
"589",865,"IDCJAC0004","040214",1959,"January",20.6,"Y"
"590",866,"IDCJAC0004","040214",1959,"February",20.3,"Y"
"591",867,"IDCJAC0004","040214",1959,"March",19.7,"Y"
"592",868,"IDCJAC0004","040214",1959,"April",16.7,"Y"
"593",869,"IDCJAC0004","040214",1959,"May",13.6,"Y"
"594",870,"IDCJAC0004","040214",1959,"June",11.1,"Y"
"595",871,"IDCJAC0004","040214",1959,"July",11.4,"Y"
"596",872,"IDCJAC0004","040214",1959,"August",10.1,"Y"
"597",873,"IDCJAC0004","040214",1959,"September",13.7,"Y"
"598",874,"IDCJAC0004","040214",1959,"October",15,"Y"
"599",875,"IDCJAC0004","040214",1959,"November",18,"Y"
"600",876,"IDCJAC0004","040214",1959,"December",20.5,"Y"
"601",877,"IDCJAC0004","040214",1960,"January",20.8,"Y"
"602",878,"IDCJAC0004","040214",1960,"February",20.9,"Y"
"603",879,"IDCJAC0004","040214",1960,"March",18.2,"Y"
"604",880,"IDCJAC0004","040214",1960,"April",16.7,"Y"
"605",881,"IDCJAC0004","040214",1960,"May",12.9,"Y"
"606",882,"IDCJAC0004","040214",1960,"June",9.8,"Y"
"607",883,"IDCJAC0004","040214",1960,"July",10.1,"Y"
"608",884,"IDCJAC0004","040214",1960,"August",8.9,"Y"
"609",885,"IDCJAC0004","040214",1960,"September",13.4,"Y"
"610",886,"IDCJAC0004","040214",1960,"October",16.1,"Y"
"611",887,"IDCJAC0004","040214",1960,"November",17.9,"Y"
"612",888,"IDCJAC0004","040214",1960,"December",18.9,"Y"
"613",889,"IDCJAC0004","040214",1961,"January",19.3,"Y"
"614",890,"IDCJAC0004","040214",1961,"February",20.1,"Y"
"615",891,"IDCJAC0004","040214",1961,"March",18.6,"Y"
"616",892,"IDCJAC0004","040214",1961,"April",17.1,"Y"
"617",893,"IDCJAC0004","040214",1961,"May",12.4,"Y"
"618",894,"IDCJAC0004","040214",1961,"June",10.7,"Y"
"619",895,"IDCJAC0004","040214",1961,"July",9.1,"Y"
"620",896,"IDCJAC0004","040214",1961,"August",10.8,"Y"
"621",897,"IDCJAC0004","040214",1961,"September",12.9,"Y"
"622",898,"IDCJAC0004","040214",1961,"October",17.1,"Y"
"623",899,"IDCJAC0004","040214",1961,"November",18.7,"Y"
"624",900,"IDCJAC0004","040214",1961,"December",19.8,"Y"
"625",901,"IDCJAC0004","040214",1962,"January",20.6,"Y"
"626",902,"IDCJAC0004","040214",1962,"February",20.8,"Y"
"627",903,"IDCJAC0004","040214",1962,"March",18.8,"Y"
"628",904,"IDCJAC0004","040214",1962,"April",16.2,"Y"
"629",905,"IDCJAC0004","040214",1962,"May",12.2,"Y"
"630",906,"IDCJAC0004","040214",1962,"June",10.6,"Y"
"631",907,"IDCJAC0004","040214",1962,"July",10.9,"Y"
"632",908,"IDCJAC0004","040214",1962,"August",9.6,"Y"
"633",909,"IDCJAC0004","040214",1962,"September",13.2,"Y"
"634",910,"IDCJAC0004","040214",1962,"October",16.1,"Y"
"635",911,"IDCJAC0004","040214",1962,"November",18.6,"Y"
"636",912,"IDCJAC0004","040214",1962,"December",19.1,"Y"
"637",913,"IDCJAC0004","040214",1963,"January",20.7,"Y"
"638",914,"IDCJAC0004","040214",1963,"February",21.2,"Y"
"639",915,"IDCJAC0004","040214",1963,"March",20.4,"Y"
"640",916,"IDCJAC0004","040214",1963,"April",16.9,"Y"
"641",917,"IDCJAC0004","040214",1963,"May",15.1,"Y"
"642",918,"IDCJAC0004","040214",1963,"June",11.7,"Y"
"643",919,"IDCJAC0004","040214",1963,"July",9,"Y"
"644",920,"IDCJAC0004","040214",1963,"August",11.6,"Y"
"645",921,"IDCJAC0004","040214",1963,"September",12.7,"Y"
"646",922,"IDCJAC0004","040214",1963,"October",15.2,"Y"
"647",923,"IDCJAC0004","040214",1963,"November",17.4,"Y"
"648",924,"IDCJAC0004","040214",1963,"December",18.3,"Y"
"649",925,"IDCJAC0004","040214",1964,"January",21.5,"Y"
"650",926,"IDCJAC0004","040214",1964,"February",20.6,"Y"
"651",927,"IDCJAC0004","040214",1964,"March",19.8,"Y"
"652",928,"IDCJAC0004","040214",1964,"April",17.1,"Y"
"653",929,"IDCJAC0004","040214",1964,"May",14.2,"Y"
"654",930,"IDCJAC0004","040214",1964,"June",10.8,"Y"
"655",931,"IDCJAC0004","040214",1964,"July",10.1,"Y"
"656",932,"IDCJAC0004","040214",1964,"August",10,"Y"
"657",933,"IDCJAC0004","040214",1964,"September",14.4,"Y"
"658",934,"IDCJAC0004","040214",1964,"October",15.3,"Y"
"659",935,"IDCJAC0004","040214",1964,"November",17.9,"Y"
"660",936,"IDCJAC0004","040214",1964,"December",19.7,"Y"
"661",937,"IDCJAC0004","040214",1965,"January",20.2,"Y"
"662",938,"IDCJAC0004","040214",1965,"February",20.2,"Y"
"663",939,"IDCJAC0004","040214",1965,"March",19.6,"Y"
"664",940,"IDCJAC0004","040214",1965,"April",17.5,"Y"
"665",941,"IDCJAC0004","040214",1965,"May",13.5,"Y"
"666",942,"IDCJAC0004","040214",1965,"June",11.9,"Y"
"667",943,"IDCJAC0004","040214",1965,"July",8.6,"Y"
"668",944,"IDCJAC0004","040214",1965,"August",11.2,"Y"
"669",945,"IDCJAC0004","040214",1965,"September",14.4,"Y"
"670",946,"IDCJAC0004","040214",1965,"October",16.5,"Y"
"671",947,"IDCJAC0004","040214",1965,"November",18.5,"Y"
"672",948,"IDCJAC0004","040214",1965,"December",19.8,"Y"
"673",949,"IDCJAC0004","040214",1966,"January",19.8,"Y"
"674",950,"IDCJAC0004","040214",1966,"February",21.5,"Y"
"675",951,"IDCJAC0004","040214",1966,"March",19.1,"Y"
"676",952,"IDCJAC0004","040214",1966,"April",17.6,"Y"
"677",953,"IDCJAC0004","040214",1966,"May",12.5,"Y"
"678",954,"IDCJAC0004","040214",1966,"June",11.1,"Y"
"679",955,"IDCJAC0004","040214",1966,"July",9.6,"Y"
"680",956,"IDCJAC0004","040214",1966,"August",11.6,"Y"
"681",957,"IDCJAC0004","040214",1966,"September",13.2,"Y"
"682",958,"IDCJAC0004","040214",1966,"October",15.3,"Y"
"683",959,"IDCJAC0004","040214",1966,"November",17.9,"Y"
"684",960,"IDCJAC0004","040214",1966,"December",19.6,"Y"
"685",961,"IDCJAC0004","040214",1967,"January",20.8,"Y"
"686",962,"IDCJAC0004","040214",1967,"February",20.2,"Y"
"687",963,"IDCJAC0004","040214",1967,"March",18.7,"Y"
"688",964,"IDCJAC0004","040214",1967,"April",16.5,"Y"
"689",965,"IDCJAC0004","040214",1967,"May",13.9,"Y"
"690",966,"IDCJAC0004","040214",1967,"June",14.1,"Y"
"691",967,"IDCJAC0004","040214",1967,"July",9.8,"Y"
"692",968,"IDCJAC0004","040214",1967,"August",10.1,"Y"
"693",969,"IDCJAC0004","040214",1967,"September",13.1,"Y"
"694",970,"IDCJAC0004","040214",1967,"October",17.3,"Y"
"695",971,"IDCJAC0004","040214",1967,"November",18.3,"Y"
"696",972,"IDCJAC0004","040214",1967,"December",19.3,"Y"
"697",973,"IDCJAC0004","040214",1968,"January",21.3,"Y"
"698",974,"IDCJAC0004","040214",1968,"February",20.9,"Y"
"699",975,"IDCJAC0004","040214",1968,"March",19.9,"Y"
"700",976,"IDCJAC0004","040214",1968,"April",17.7,"Y"
"701",977,"IDCJAC0004","040214",1968,"May",13.8,"Y"
"702",978,"IDCJAC0004","040214",1968,"June",10.9,"Y"
"703",979,"IDCJAC0004","040214",1968,"July",9.9,"Y"
"704",980,"IDCJAC0004","040214",1968,"August",10.2,"Y"
"705",981,"IDCJAC0004","040214",1968,"September",13,"Y"
"706",982,"IDCJAC0004","040214",1968,"October",16.3,"Y"
"707",983,"IDCJAC0004","040214",1968,"November",19.6,"Y"
"708",984,"IDCJAC0004","040214",1968,"December",20,"Y"
"709",985,"IDCJAC0004","040214",1969,"January",21.8,"Y"
"710",986,"IDCJAC0004","040214",1969,"February",21,"Y"
"711",987,"IDCJAC0004","040214",1969,"March",19.9,"Y"
"712",988,"IDCJAC0004","040214",1969,"April",17.1,"Y"
"713",989,"IDCJAC0004","040214",1969,"May",15.7,"Y"
"714",990,"IDCJAC0004","040214",1969,"June",11.6,"Y"
"715",991,"IDCJAC0004","040214",1969,"July",11.6,"Y"
"716",992,"IDCJAC0004","040214",1969,"August",12.6,"Y"
"717",993,"IDCJAC0004","040214",1969,"September",12.3,"Y"
"718",994,"IDCJAC0004","040214",1969,"October",16.2,"Y"
"719",995,"IDCJAC0004","040214",1969,"November",18.2,"Y"
"720",996,"IDCJAC0004","040214",1969,"December",21,"Y"
"721",997,"IDCJAC0004","040214",1970,"January",21.5,"Y"
"722",998,"IDCJAC0004","040214",1970,"February",20.9,"Y"
"723",999,"IDCJAC0004","040214",1970,"March",19.6,"Y"
"724",1000,"IDCJAC0004","040214",1970,"April",17.5,"Y"
"725",1001,"IDCJAC0004","040214",1970,"May",12.5,"Y"
"726",1002,"IDCJAC0004","040214",1970,"June",10.8,"Y"
"727",1003,"IDCJAC0004","040214",1970,"July",8,"Y"
"728",1004,"IDCJAC0004","040214",1970,"August",10.7,"Y"
"729",1005,"IDCJAC0004","040214",1970,"September",12.9,"Y"
"730",1006,"IDCJAC0004","040214",1970,"October",16.2,"Y"
"731",1007,"IDCJAC0004","040214",1970,"November",18.2,"Y"
"732",1008,"IDCJAC0004","040214",1970,"December",20.8,"Y"
"733",1009,"IDCJAC0004","040214",1971,"January",21.5,"Y"
"734",1010,"IDCJAC0004","040214",1971,"February",21.5,"Y"
"735",1011,"IDCJAC0004","040214",1971,"March",19.2,"Y"
"736",1012,"IDCJAC0004","040214",1971,"April",16.3,"Y"
"737",1013,"IDCJAC0004","040214",1971,"May",13,"Y"
"738",1014,"IDCJAC0004","040214",1971,"June",10.5,"Y"
"739",1015,"IDCJAC0004","040214",1971,"July",9.3,"Y"
"740",1016,"IDCJAC0004","040214",1971,"August",11.7,"Y"
"741",1017,"IDCJAC0004","040214",1971,"September",14.1,"Y"
"742",1018,"IDCJAC0004","040214",1971,"October",17.6,"Y"
"743",1019,"IDCJAC0004","040214",1971,"November",18.3,"Y"
"744",1020,"IDCJAC0004","040214",1971,"December",20.3,"Y"
"745",1021,"IDCJAC0004","040214",1972,"January",21,"Y"
"746",1022,"IDCJAC0004","040214",1972,"February",19.9,"Y"
"747",1023,"IDCJAC0004","040214",1972,"March",19,"Y"
"748",1024,"IDCJAC0004","040214",1972,"April",16.5,"Y"
"749",1025,"IDCJAC0004","040214",1972,"May",14.4,"Y"
"750",1026,"IDCJAC0004","040214",1972,"June",11.9,"Y"
"751",1027,"IDCJAC0004","040214",1972,"July",8.6,"Y"
"752",1028,"IDCJAC0004","040214",1972,"August",11.5,"Y"
"753",1029,"IDCJAC0004","040214",1972,"September",13.7,"Y"
"754",1030,"IDCJAC0004","040214",1972,"October",16.8,"Y"
"755",1031,"IDCJAC0004","040214",1972,"November",19.3,"Y"
"756",1032,"IDCJAC0004","040214",1972,"December",20.8,"Y"
"757",1033,"IDCJAC0004","040214",1973,"January",22.8,"Y"
"758",1034,"IDCJAC0004","040214",1973,"February",22.1,"Y"
"759",1035,"IDCJAC0004","040214",1973,"March",21,"Y"
"760",1036,"IDCJAC0004","040214",1973,"April",17.9,"Y"
"761",1037,"IDCJAC0004","040214",1973,"May",15.5,"Y"
"762",1038,"IDCJAC0004","040214",1973,"June",12.3,"Y"
"763",1039,"IDCJAC0004","040214",1973,"July",12.9,"Y"
"764",1040,"IDCJAC0004","040214",1973,"August",12.9,"Y"
"765",1041,"IDCJAC0004","040214",1973,"September",15.4,"Y"
"766",1042,"IDCJAC0004","040214",1973,"October",17.8,"Y"
"767",1043,"IDCJAC0004","040214",1973,"November",19.7,"Y"
"768",1044,"IDCJAC0004","040214",1973,"December",21,"Y"
"769",1045,"IDCJAC0004","040214",1974,"January",21.8,"Y"
"770",1046,"IDCJAC0004","040214",1974,"February",21,"Y"
"771",1047,"IDCJAC0004","040214",1974,"March",20.3,"Y"
"772",1048,"IDCJAC0004","040214",1974,"April",18.3,"Y"
"773",1049,"IDCJAC0004","040214",1974,"May",14.5,"Y"
"774",1050,"IDCJAC0004","040214",1974,"June",11,"Y"
"775",1051,"IDCJAC0004","040214",1974,"July",9.5,"Y"
"776",1052,"IDCJAC0004","040214",1974,"August",10.9,"Y"
"777",1053,"IDCJAC0004","040214",1974,"September",13,"Y"
"778",1054,"IDCJAC0004","040214",1974,"October",15.4,"Y"
"779",1055,"IDCJAC0004","040214",1974,"November",16.9,"Y"
"780",1056,"IDCJAC0004","040214",1974,"December",20.4,"Y"
"781",1057,"IDCJAC0004","040214",1975,"January",20.8,"Y"
"782",1058,"IDCJAC0004","040214",1975,"February",20.8,"Y"
"783",1059,"IDCJAC0004","040214",1975,"March",20.7,"Y"
"784",1060,"IDCJAC0004","040214",1975,"April",17.1,"Y"
"785",1061,"IDCJAC0004","040214",1975,"May",13.5,"Y"
"786",1062,"IDCJAC0004","040214",1975,"June",11.4,"Y"
"787",1063,"IDCJAC0004","040214",1975,"July",11.2,"Y"
"788",1064,"IDCJAC0004","040214",1975,"August",11.8,"Y"
"789",1065,"IDCJAC0004","040214",1975,"September",14.4,"Y"
"790",1066,"IDCJAC0004","040214",1975,"October",16.5,"Y"
"791",1067,"IDCJAC0004","040214",1975,"November",18.9,"Y"
"792",1068,"IDCJAC0004","040214",1975,"December",20.6,"Y"
"793",1069,"IDCJAC0004","040214",1976,"January",21.2,"Y"
"794",1070,"IDCJAC0004","040214",1976,"February",20.8,"Y"
"795",1071,"IDCJAC0004","040214",1976,"March",21,"Y"
"796",1072,"IDCJAC0004","040214",1976,"April",17.3,"Y"
"797",1073,"IDCJAC0004","040214",1976,"May",15.1,"Y"
"798",1074,"IDCJAC0004","040214",1976,"June",12.2,"Y"
"799",1075,"IDCJAC0004","040214",1976,"July",11.7,"Y"
"800",1076,"IDCJAC0004","040214",1976,"August",10.1,"Y"
"801",1077,"IDCJAC0004","040214",1976,"September",12.9,"Y"
"802",1078,"IDCJAC0004","040214",1976,"October",15.5,"Y"
"803",1079,"IDCJAC0004","040214",1976,"November",19.3,"Y"
"804",1080,"IDCJAC0004","040214",1976,"December",21.9,"Y"
"805",1081,"IDCJAC0004","040214",1977,"January",21.2,"Y"
"806",1082,"IDCJAC0004","040214",1977,"February",21.8,"Y"
"807",1083,"IDCJAC0004","040214",1977,"March",20.8,"Y"
"808",1084,"IDCJAC0004","040214",1977,"April",18.2,"Y"
"809",1085,"IDCJAC0004","040214",1977,"May",15.2,"Y"
"810",1086,"IDCJAC0004","040214",1977,"June",11.1,"Y"
"811",1087,"IDCJAC0004","040214",1977,"July",10,"Y"
"812",1088,"IDCJAC0004","040214",1977,"August",10.9,"Y"
"813",1089,"IDCJAC0004","040214",1977,"September",13.7,"Y"
"814",1090,"IDCJAC0004","040214",1977,"October",17.1,"Y"
"815",1091,"IDCJAC0004","040214",1977,"November",20,"Y"
"816",1092,"IDCJAC0004","040214",1977,"December",20.8,"Y"
"817",1093,"IDCJAC0004","040214",1978,"January",22.7,"Y"
"818",1094,"IDCJAC0004","040214",1978,"February",22.2,"Y"
"819",1095,"IDCJAC0004","040214",1978,"March",20.7,"Y"
"820",1096,"IDCJAC0004","040214",1978,"April",17.8,"Y"
"821",1097,"IDCJAC0004","040214",1978,"May",14.6,"Y"
"822",1098,"IDCJAC0004","040214",1978,"June",11.8,"Y"
"823",1099,"IDCJAC0004","040214",1978,"July",10.4,"Y"
"824",1100,"IDCJAC0004","040214",1978,"August",11.6,"Y"
"825",1101,"IDCJAC0004","040214",1978,"September",14.1,"Y"
"826",1102,"IDCJAC0004","040214",1978,"October",15.6,"Y"
"827",1103,"IDCJAC0004","040214",1978,"November",18.5,"Y"
"828",1104,"IDCJAC0004","040214",1978,"December",20.4,"Y"
"829",1105,"IDCJAC0004","040214",1979,"January",21.6,"Y"
"830",1106,"IDCJAC0004","040214",1979,"February",20.8,"Y"
"831",1107,"IDCJAC0004","040214",1979,"March",20.2,"Y"
"832",1108,"IDCJAC0004","040214",1979,"April",18.1,"Y"
"833",1109,"IDCJAC0004","040214",1979,"May",14,"Y"
"834",1110,"IDCJAC0004","040214",1979,"June",13.2,"Y"
"835",1111,"IDCJAC0004","040214",1979,"July",10.1,"Y"
"836",1112,"IDCJAC0004","040214",1979,"August",11.5,"Y"
"837",1113,"IDCJAC0004","040214",1979,"September",14.1,"Y"
"838",1114,"IDCJAC0004","040214",1979,"October",16.6,"Y"
"839",1115,"IDCJAC0004","040214",1979,"November",19.8,"Y"
"840",1116,"IDCJAC0004","040214",1979,"December",22.2,"Y"
"841",1117,"IDCJAC0004","040214",1980,"January",22.6,"Y"
"842",1118,"IDCJAC0004","040214",1980,"February",22.1,"Y"
"843",1119,"IDCJAC0004","040214",1980,"March",19.8,"Y"
"844",1120,"IDCJAC0004","040214",1980,"April",17.8,"Y"
"845",1121,"IDCJAC0004","040214",1980,"May",16.1,"Y"
"846",1122,"IDCJAC0004","040214",1980,"June",12.2,"Y"
"847",1123,"IDCJAC0004","040214",1980,"July",10.5,"Y"
"848",1124,"IDCJAC0004","040214",1980,"August",12.6,"Y"
"849",1125,"IDCJAC0004","040214",1980,"September",14.7,"Y"
"850",1126,"IDCJAC0004","040214",1980,"October",18,"Y"
"851",1127,"IDCJAC0004","040214",1980,"November",19.4,"Y"
"852",1128,"IDCJAC0004","040214",1980,"December",20.3,"Y"
"853",1129,"IDCJAC0004","040214",1981,"January",21.3,"Y"
"854",1130,"IDCJAC0004","040214",1981,"February",22.9,"Y"
"855",1131,"IDCJAC0004","040214",1981,"March",20.3,"Y"
"856",1132,"IDCJAC0004","040214",1981,"April",17.7,"Y"
"857",1133,"IDCJAC0004","040214",1981,"May",14.6,"Y"
"858",1134,"IDCJAC0004","040214",1981,"June",11.3,"Y"
"859",1135,"IDCJAC0004","040214",1981,"July",10.9,"Y"
"860",1136,"IDCJAC0004","040214",1981,"August",11,"Y"
"861",1137,"IDCJAC0004","040214",1981,"September",14.5,"Y"
"862",1138,"IDCJAC0004","040214",1981,"October",15.9,"Y"
"863",1139,"IDCJAC0004","040214",1981,"November",18.6,"Y"
"864",1140,"IDCJAC0004","040214",1981,"December",21.8,"Y"
"865",1141,"IDCJAC0004","040214",1982,"January",22.6,"Y"
"866",1142,"IDCJAC0004","040214",1982,"February",21.7,"Y"
"867",1143,"IDCJAC0004","040214",1982,"March",21.1,"Y"
"868",1144,"IDCJAC0004","040214",1982,"April",17.3,"Y"
"869",1145,"IDCJAC0004","040214",1982,"May",14.3,"Y"
"870",1146,"IDCJAC0004","040214",1982,"June",10,"Y"
"871",1147,"IDCJAC0004","040214",1982,"July",9.3,"Y"
"872",1148,"IDCJAC0004","040214",1982,"August",12,"Y"
"873",1149,"IDCJAC0004","040214",1982,"September",14,"Y"
"874",1150,"IDCJAC0004","040214",1982,"October",15.4,"Y"
"875",1151,"IDCJAC0004","040214",1982,"November",18.5,"Y"
"876",1152,"IDCJAC0004","040214",1982,"December",20.8,"Y"
"877",1153,"IDCJAC0004","040214",1983,"January",21.1,"Y"
"878",1154,"IDCJAC0004","040214",1983,"February",21.3,"Y"
"879",1155,"IDCJAC0004","040214",1983,"March",20.9,"Y"
"880",1156,"IDCJAC0004","040214",1983,"April",17.9,"Y"
"881",1157,"IDCJAC0004","040214",1983,"May",16.4,"Y"
"882",1158,"IDCJAC0004","040214",1983,"June",12.2,"Y"
"883",1159,"IDCJAC0004","040214",1983,"July",11.9,"Y"
"884",1160,"IDCJAC0004","040214",1983,"August",12.1,"Y"
"885",1161,"IDCJAC0004","040214",1983,"September",15.9,"Y"
"886",1162,"IDCJAC0004","040214",1983,"October",17.6,"Y"
"887",1163,"IDCJAC0004","040214",1983,"November",18.9,"Y"
"888",1164,"IDCJAC0004","040214",1983,"December",19.3,"Y"
"889",1165,"IDCJAC0004","040214",1984,"January",21.7,"Y"
"890",1166,"IDCJAC0004","040214",1984,"February",21.1,"Y"
"891",1167,"IDCJAC0004","040214",1984,"March",20.2,"Y"
"892",1168,"IDCJAC0004","040214",1984,"April",17.1,"Y"
"893",1169,"IDCJAC0004","040214",1984,"May",13.7,"Y"
"894",1170,"IDCJAC0004","040214",1984,"June",13.1,"Y"
"895",1171,"IDCJAC0004","040214",1984,"July",11.5,"Y"
"896",1172,"IDCJAC0004","040214",1984,"August",11.2,"Y"
"897",1173,"IDCJAC0004","040214",1984,"September",13.4,"Y"
"898",1174,"IDCJAC0004","040214",1984,"October",16.1,"Y"
"899",1175,"IDCJAC0004","040214",1984,"November",18.7,"Y"
"900",1176,"IDCJAC0004","040214",1984,"December",21,"Y"
"901",1177,"IDCJAC0004","040214",1985,"January",21.7,"Y"
"902",1178,"IDCJAC0004","040214",1985,"February",21.3,"Y"
"903",1179,"IDCJAC0004","040214",1985,"March",20.3,"Y"
"904",1180,"IDCJAC0004","040214",1985,"April",18,"Y"
"905",1181,"IDCJAC0004","040214",1985,"May",15.1,"Y"
"906",1182,"IDCJAC0004","040214",1985,"June",10.4,"Y"
"907",1183,"IDCJAC0004","040214",1985,"July",10.4,"Y"
"908",1184,"IDCJAC0004","040214",1985,"August",10.9,"Y"
